image_name,class_name,r,g,b,Brightness,Width_in,Height_in,Confidence,hex_color
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,75,75,75,75.0,0.36,0.18,0.8225,#4b4b4b
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,84,84,84,84.0,0.36,0.2025,0.8148,#545454
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,81,81,81,81.0,0.36,0.2025,0.8081,#515151
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,93,93,93,93.0,0.3825,0.2025,0.8047,#5d5d5d
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,83,83,83,83.0,0.3825,0.18,0.7949,#535353
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,59,59,59,59.0,0.3375,0.18,0.7768,#3b3b3b
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,80,80,80,80.0,0.36,0.2025,0.7684,#505050
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,79,79,79,79.0,0.3825,0.18,0.6786,#4f4f4f
251015_020541_0000434638_CAM1_OK_bmp.rf.7f8c3306b45c3facc30d2bf701a08c17.jpg,qblock,57,57,57,57.0,0.36,0.18,0.6554,#393939
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,178,178,178,178.0,0.36,0.18,0.8875,#b2b2b2
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,176,176,176,176.0,0.3375,0.18,0.8522,#b0b0b0
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,167,167,167,167.0,0.36,0.18,0.8013,#a7a7a7
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,191,191,191,191.0,0.3825,0.2025,0.7961,#bfbfbf
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,180,180,180,180.0,0.3375,0.2025,0.7825,#b4b4b4
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,194,194,194,194.0,0.36,0.18,0.7734,#c2c2c2
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,182,182,182,182.0,0.27,0.1125,0.7589,#b6b6b6
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,181,181,181,181.0,0.3375,0.18,0.7281,#b5b5b5
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,176,176,176,176.0,0.27,0.09,0.6963,#b0b0b0
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,195,195,195,195.0,0.2925,0.09,0.6359,#c3c3c3
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,191,191,191,191.0,0.2925,0.1125,0.6258,#bfbfbf
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,184,184,184,184.0,0.27,0.1125,0.5815,#b8b8b8
251107_232613_0000098264_CAM1_NG_bmp.rf.56196b6e1ccc740e54bd96413ebbf49c.jpg,incorrect qblock,175,175,175,175.0,0.27,0.1125,0.5266,#afafaf
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,182,182,182,182.0,0.36,0.18,0.8843,#b6b6b6
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,176,176,176,176.0,0.3375,0.18,0.8744,#b0b0b0
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,177,177,177,177.0,0.3375,0.2025,0.8065,#b1b1b1
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,156,156,156,156.0,0.36,0.18,0.8,#9c9c9c
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,188,188,188,188.0,0.3825,0.18,0.7848,#bcbcbc
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,174,174,174,174.0,0.2925,0.09,0.7562,#aeaeae
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,197,197,197,197.0,0.36,0.18,0.7472,#c5c5c5
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,185,185,185,185.0,0.3375,0.18,0.7231,#b9b9b9
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,167,167,167,167.0,0.27,0.1125,0.7183,#a7a7a7
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,183,183,183,183.0,0.27,0.1125,0.6857,#b7b7b7
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,183,183,183,183.0,0.2925,0.09,0.6596,#b7b7b7
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,179,179,179,179.0,0.27,0.1125,0.6451,#b3b3b3
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,177,177,177,177.0,0.27,0.1125,0.6028,#b1b1b1
251107_231658_0000096423_CAM1_NG_bmp.rf.31ef8d9e4d29b7eeb975910869d61888.jpg,incorrect qblock,183,183,183,183.0,0.27,0.1125,0.5508,#b7b7b7
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,185,185,185,185.0,0.3375,0.18,0.8774,#b9b9b9
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,184,184,184,184.0,0.36,0.2025,0.8628,#b8b8b8
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,176,176,176,176.0,0.3375,0.18,0.8291,#b0b0b0
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,191,191,191,191.0,0.36,0.18,0.804,#bfbfbf
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,191,191,191,191.0,0.36,0.18,0.797,#bfbfbf
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,165,165,165,165.0,0.36,0.2025,0.783,#a5a5a5
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,180,180,180,180.0,0.2925,0.1125,0.7707,#b4b4b4
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,183,183,183,183.0,0.3375,0.18,0.7684,#b7b7b7
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,180,180,180,180.0,0.2925,0.09,0.7369,#b4b4b4
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,187,187,187,187.0,0.27,0.1125,0.7261,#bbbbbb
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,186,186,186,186.0,0.27,0.09,0.7261,#bababa
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,173,173,173,173.0,0.27,0.09,0.6546,#adadad
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,183,183,183,183.0,0.27,0.1125,0.6464,#b7b7b7
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,187,187,187,187.0,0.27,0.1125,0.6229,#bbbbbb
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,183,183,183,183.0,0.27,0.135,0.6059,#b7b7b7
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,86,86,86,86.0,0.36,0.2025,0.8819,#565656
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,86,86,86,86.0,0.36,0.2025,0.848,#565656
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,88,88,88,88.0,0.36,0.2025,0.8477,#585858
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,94,94,94,94.0,0.36,0.225,0.8465,#5e5e5e
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,77,77,77,77.0,0.36,0.2025,0.8377,#4d4d4d
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,97,97,97,97.0,0.3825,0.2025,0.8348,#616161
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,77,77,77,77.0,0.3375,0.2025,0.8326,#4d4d4d
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,69,69,69,69.0,0.36,0.18,0.8253,#454545
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,80,80,80,80.0,0.36,0.2025,0.8022,#505050
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,92,92,92,92.0,0.3825,0.2025,0.7887,#5c5c5c
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,69,69,69,69.0,0.3375,0.18,0.781,#454545
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,71,71,71,71.0,0.36,0.18,0.767,#474747
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,64,64,64,64.0,0.3375,0.18,0.7304,#404040
251015_020244_0000434137_CAM1_OK_bmp.rf.609cf5b1a4cceefe6ca2a60545a4fd57.jpg,qblock,80,80,80,80.0,0.3825,0.2025,0.7019,#505050
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,93,93,93,93.0,0.36,0.2025,0.9213,#5d5d5d
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,94,94,94,94.0,0.36,0.2025,0.906,#5e5e5e
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,95,95,95,95.0,0.3825,0.2025,0.8999,#5f5f5f
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,84,84,84,84.0,0.36,0.2025,0.8931,#545454
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,77,77,77,77.0,0.36,0.18,0.8826,#4d4d4d
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,71,71,71,71.0,0.36,0.18,0.8799,#474747
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,75,75,75,75.0,0.36,0.18,0.8784,#4b4b4b
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,78,78,78,78.0,0.36,0.18,0.8761,#4e4e4e
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,86,86,86,86.0,0.36,0.2025,0.8642,#565656
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,99,99,99,99.0,0.3825,0.2025,0.8584,#636363
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,84,84,84,84.0,0.36,0.2025,0.833,#545454
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,76,76,76,76.0,0.36,0.2025,0.7976,#4c4c4c
251010_115528_0000080416_CAM1_NG_bmp.rf.58f66051d819bc9d7761b0b8cac4600f.jpg,qblock,74,74,74,74.0,0.36,0.2025,0.6593,#4a4a4a
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,77,77,77,77.0,0.36,0.18,0.7861,#4d4d4d
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,85,85,85,85.0,0.36,0.2025,0.7704,#555555
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,89,89,89,89.0,0.3825,0.2025,0.7582,#595959
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,100,100,100,100.0,0.36,0.2025,0.7181,#646464
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,97,97,97,97.0,0.3825,0.2025,0.7008,#616161
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,incorrect qblock,138,138,138,138.0,0.3375,0.18,0.6936,#8a8a8a
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,100,100,100,100.0,0.3825,0.2025,0.6822,#646464
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,93,93,93,93.0,0.3825,0.2025,0.6714,#5d5d5d
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,188,188,188,188.0,0.36,0.2025,0.8708,#bcbcbc
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,181,181,181,181.0,0.3375,0.18,0.864,#b5b5b5
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,162,162,162,162.0,0.36,0.18,0.7984,#a2a2a2
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,175,175,175,175.0,0.3375,0.18,0.7929,#afafaf
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,189,189,189,189.0,0.3825,0.18,0.7896,#bdbdbd
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,180,180,180,180.0,0.27,0.1125,0.7763,#b4b4b4
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,190,190,190,190.0,0.3375,0.18,0.7702,#bebebe
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,183,183,183,183.0,0.3375,0.1575,0.7378,#b7b7b7
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,189,189,189,189.0,0.27,0.1125,0.7109,#bdbdbd
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,177,177,177,177.0,0.2925,0.1125,0.7081,#b1b1b1
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,180,180,180,180.0,0.27,0.09,0.6787,#b4b4b4
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,182,182,182,182.0,0.2925,0.1125,0.676,#b6b6b6
251107_232438_0000097951_CAM1_NG_bmp.rf.8ade70806362f3e62345a2a0e34801a5.jpg,incorrect qblock,185,185,185,185.0,0.27,0.1125,0.5563,#b9b9b9
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,183,183,183,183.0,0.36,0.2025,0.8844,#b7b7b7
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,181,181,181,181.0,0.3375,0.18,0.867,#b5b5b5
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,181,181,181,181.0,0.36,0.2025,0.8176,#b5b5b5
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,188,188,188,188.0,0.36,0.18,0.8124,#bcbcbc
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,169,169,169,169.0,0.36,0.2025,0.7903,#a9a9a9
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,178,178,178,178.0,0.2475,0.09,0.7755,#b2b2b2
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,192,192,192,192.0,0.3375,0.18,0.7596,#c0c0c0
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,184,184,184,184.0,0.2925,0.1125,0.7551,#b8b8b8
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,194,194,194,194.0,0.36,0.18,0.7513,#c2c2c2
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,194,194,194,194.0,0.27,0.1125,0.726,#c2c2c2
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,180,180,180,180.0,0.27,0.1125,0.6704,#b4b4b4
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,190,190,190,190.0,0.2925,0.09,0.6604,#bebebe
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,189,189,189,189.0,0.2925,0.1125,0.5878,#bdbdbd
251107_232119_0000097289_CAM1_NG_bmp.rf.eaece0ec2c9c953af88634263cea5a3c.jpg,incorrect qblock,191,191,191,191.0,0.2925,0.1125,0.5666,#bfbfbf
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,176,176,176,176.0,0.36,0.18,0.8851,#b0b0b0
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,178,178,178,178.0,0.3375,0.18,0.8659,#b2b2b2
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,162,162,162,162.0,0.36,0.18,0.8202,#a2a2a2
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,184,184,184,184.0,0.3825,0.18,0.7987,#b8b8b8
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,179,179,179,179.0,0.36,0.18,0.7981,#b3b3b3
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,186,186,186,186.0,0.3375,0.18,0.7524,#bababa
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,186,186,186,186.0,0.2925,0.1125,0.7464,#bababa
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,189,189,189,189.0,0.36,0.1575,0.7451,#bdbdbd
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,176,176,176,176.0,0.27,0.09,0.7444,#b0b0b0
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,197,197,197,197.0,0.27,0.1125,0.7352,#c5c5c5
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,189,189,189,189.0,0.27,0.09,0.6653,#bdbdbd
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,185,185,185,185.0,0.27,0.1125,0.65,#b9b9b9
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,182,182,182,182.0,0.2925,0.1125,0.6401,#b6b6b6
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,188,188,188,188.0,0.2925,0.1125,0.5944,#bcbcbc
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,181,181,181,181.0,0.27,0.135,0.5245,#b5b5b5
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,82,82,82,82.0,0.3825,0.18,0.937,#525252
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,84,84,84,84.0,0.3825,0.18,0.9255,#545454
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,88,88,88,88.0,0.36,0.2025,0.9053,#585858
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,81,81,81,81.0,0.36,0.2025,0.8993,#515151
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,83,83,83,83.0,0.36,0.2025,0.8988,#535353
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,92,92,92,92.0,0.36,0.2025,0.8919,#5c5c5c
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,93,93,93,93.0,0.3825,0.2025,0.8711,#5d5d5d
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,74,74,74,74.0,0.36,0.18,0.8674,#4a4a4a
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,84,84,84,84.0,0.3825,0.18,0.8578,#545454
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,77,77,77,77.0,0.36,0.18,0.8534,#4d4d4d
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,82,82,82,82.0,0.3825,0.2025,0.8306,#525252
251010_070157_0000043494_CAM1_NG_bmp.rf.0dec38a0db7e07165532a1c23307e952.jpg,qblock,81,81,81,81.0,0.36,0.2025,0.6766,#515151
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,80,80,80,80.0,0.36,0.18,0.9176,#505050
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,90,90,90,90.0,0.36,0.2025,0.8884,#5a5a5a
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,85,85,85,85.0,0.36,0.2025,0.8837,#555555
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,80,80,80,80.0,0.36,0.18,0.8819,#505050
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,90,90,90,90.0,0.36,0.18,0.856,#5a5a5a
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,96,96,96,96.0,0.36,0.2025,0.8055,#606060
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,81,81,81,81.0,0.36,0.18,0.7854,#515151
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,65,65,65,65.0,0.3375,0.2025,0.7744,#414141
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,80,80,80,80.0,0.36,0.18,0.7687,#505050
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,60,60,60,60.0,0.36,0.2025,0.7555,#3c3c3c
251010_125547_0000080601_CAM1_NG_bmp.rf.d4763d49a195d7e770f6bbc9a5cfecf1.jpg,qblock,88,88,88,88.0,0.36,0.2025,0.6833,#585858
251107_232539_0000098154_CAM1_NG_bmp.rf.4e137d5bbf5bb80152c855beb05836fd.jpg,incorrect qblock,182,182,182,182.0,0.3375,0.18,0.8823,#b6b6b6
251107_232539_0000098154_CAM1_NG_bmp.rf.4e137d5bbf5bb80152c855beb05836fd.jpg,incorrect qblock,184,184,184,184.0,0.36,0.18,0.8607,#b8b8b8
251107_232539_0000098154_CAM1_NG_bmp.rf.4e137d5bbf5bb80152c855beb05836fd.jpg,incorrect qblock,189,189,189,189.0,0.36,0.2025,0.8131,#bdbdbd
251107_232539_0000098154_CAM1_NG_bmp.rf.4e137d5bbf5bb80152c855beb05836fd.jpg,incorrect qblock,196,196,196,196.0,0.36,0.18,0.8058,#c4c4c4
251107_232539_0000098154_CAM1_NG_bmp.rf.4e137d5bbf5bb80152c855beb05836fd.jpg,incorrect qblock,175,175,175,175.0,0.36,0.18,0.8041,#afafaf
